"","ATCOCode","NaptanCode","PlateCode","CleardownCode","CommonName","CommonNameLang","ShortCommonName","ShortCommonNameLang","Landmark","LandmarkLang","Street","StreetLang","Crossing","CrossingLang","Indicator","IndicatorLang","Bearing","NptgLocalityCode","LocalityName","ParentLocalityName","GrandParentLocalityName","Town","TownLang","Suburb","SuburbLang","LocalityCentre","GridType","Easting","Northing","Longitude","Latitude","StopType","BusStopType","TimingStatus","DefaultWaitTime","Notes","NotesLang","AdministrativeAreaCode","CreationDateTime","ModificationDateTime","RevisionNumber","Modification","Status"
"370354","5710AWA10151","cdiptda","",NA,"Port Madoc Road","","","","118 Hendre Rd","","Hendre Road","","Port Madoc Road","","","","NW","E0054026","Trowbridge","Cardiff","","","","","",1,"U",323369,180302,-3.1057630495,51.5164230803,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2008-03-17T00:00:00",0,"new","act"
"370355","5710AWA10094","cdijtaw","5601 0426",NA,"Elgar Crescent","","","","","","Countisbury Avenue","","Elgar Crescent","","","","NE","E0054012","Llanrumney","Cardiff","","","","","",1,"U",322535,181273,-3.117993608,51.525038175,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-03-30T21:54:16",1,"rev","act"
"370356","5710AWA10095","cdiapjg","",NA,"Bluebell Drive","","","","","","Countisbury Avenue","","Bluebell Drive","","opp","","N","E0054012","Llanrumney","Cardiff","","","","","",1,"U",322614,181591,-3.1169250811,51.5279077506,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:08:27",3,"rev","act"
"370357","5710AWA10096","cdiapjm","5601 0424",NA,"Bluebell Drive","","","","315 Burnham Avenue Flats","","Burnham Avenue","","Bluebell Drive","","","","SE","E0054012","Llanrumney","Cardiff","","","","","",1,"U",322626,181651,-3.116765335,51.52844878,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-03-30T21:54:26",3,"rev","act"
"370358","5710AWA10097","cdiawad","57",NA,"Okehampton Avenue","","","","286 Burnham Ave","","Burnham Avenue","","Okehampton Avenue","","o/s","","W","E0054012","Llanrumney","Cardiff","","","","","",1,"U",322531,181700,-3.1181453053,51.5288762305,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2010-01-08T00:00:00",0,"new","act"
"370359","5710AWA10098","cdiapdj","5601 0425",NA,"Arnold Ave","","","","Chaucer Close","","Burnham Avenue","","Chaucer Close","","o/s","","E","E0054012","Llanrumney","Cardiff","","","","","",1,"U",322391,181733,-3.1201703392,51.5291536369,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:08:29",2,"rev","act"
"370360","5710AWA10099","cdiapdm","50",NA,"Arnold Ave","","","","","","Burnham Avenue","","Arnold Avenue","","opp","","SW","E0054012","Llanrumney","Cardiff","","","","","",1,"U",322369,181718,-3.120484105,51.5290157627,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:08:31",2,"rev","act"
"370361","5710AWA10232","cdimgwa","5601 0003",NA,"Peugeot Garage","","","","","","Colchester Avenue","","Howadian Close","","opp","","SE","E0035850","Penylan","Cardiff","","","","","",1,"U",320196,178246,-3.1510151654,51.497500405,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:40:16",1,"rev","act"
"370362","5710AWA10233","cdimgtw","5601 0264",NA,"Peugeot Garage","","","","","","Colchester Avenue","","Howardian Close","","o/s","","NW","E0035850","Penylan","Cardiff","","","","","",1,"U",320267,178205,-3.1499833123,51.4971418626,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:40:18",1,"rev","act"
"370363","5710AWA10082","cdijtdm","",NA,"Lynton Terrace","","","","","","Llanrumney Avenue","","Lynton Terrace","","o/s","","S","E0054012","Llanrumney","Cardiff","","","","","",1,"U",321599,179761,-3.1311456746,51.5113164188,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:08:15",3,"rev","act"
"370364","5710AWA10083","cdijtat","5601 0420",NA,"Eastern Leisure Centre","","Eastern Leisure Centre","","","","Llanrumney Avenue","","Lynton Place","","o/s","","SW","E0054012","Llanrumney","Cardiff","","","","","",1,"U",321629,179899,-3.1307441902,51.5125611644,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:08:17",2,"rev","act"
"370365","5710AWA10044","cdipagd","5601 0111",NA,"West Grove 1 ","","","","Oddfellows House","","Newport Road","","Fitzalan Place","","o/s","","NE","E0054021","Roath","Cardiff","","","","","",1,"U",319007,176766,-3.1677995196,51.4840264368,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T17:41:20",4,"rev","act"
"370367","5710AWA10235","cdimgpt","5601 0191",NA,"Sainsbury's","","","","Pen-y-lan Sainsbury","","Colchester Avenue","","Newport Road","","nr","","NW","E0035850","Penylan","Cardiff","","","","","",0,"U",320624,178063,-3.1448096769,51.4959156436,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:40:37",1,"rev","act"
"370368","5710AWA10236","cdipadj","5601 0256",NA,"Stacey Road","","","","","","Newport Road","","Stacey Road","","o/s","","NW","E0054021","Roath","Cardiff","","","","","",1,"U",319984,177547,-3.1539097647,51.4911866304,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:42:44",1,"rev","act"
"370369","5710AWA10049","cdimwjt","5601 0088",NA,"Infirmary 3 ","","","","Four Elms Court","","Newport Road","","Glossop Road","","o/s","","NE","E0054021","Roath","Cardiff","","","","","",1,"U",319255,176910,-3.1642617574,51.4853564555,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T17:41:05",2,"rev","act"
"370370","5710AWA10050","cdimwgw","5601 0174",NA,"Elm Street","","","","Esso Garage","","Newport Road","","Elm Street","","o/s","","NE","E0054021","Roath","Cardiff","","","","","",1,"U",319550,177114,-3.1600607271,51.4872324447,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T17:50:03",1,"rev","act"
"370371","5710AWA10051","cdimwmp","5601 0329",NA,"Oakfield Street","","","","197 Newport Rd","","Newport Road","","Oakfield Street","","nr","","NE","E0054021","Roath","Cardiff","","","","","",1,"U",319733,177396,-3.1574898877,51.4897935666,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-27T17:55:22",1,"rev","act"
"370372","5710AWA10052","cdipadg","5601 0255",NA,"Stacey Road","","","","315 Newport Rd","","Newport Road","","","","nr","","SE","E0054021","Roath","Cardiff","","","","","",1,"U",320001,177572,-3.1536706314,51.4914137807,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-27T17:55:23",2,"rev","act"
"370373","5710AWA10053","cdimwtp","5601 0226",NA,"Royal Oak","","","","355 Newport Road","","Newport Road","","Harlequin Court","","nr","","NE","E0054021","Roath","Cardiff","","","","","",1,"U",320281,177576,-3.1496393848,51.4914893442,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-27T17:55:27",3,"rev","act"
"370374","5710AWA10054","cdimgat","5601 0167",NA,"City Link","","","","433 Newport Rd","","Newport Road","","","","","","NE","E0035850","Penylan","Cardiff","","","","","",1,"U",320510,177731,-3.1463766115,51.4929150317,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-03-30T21:54:04",2,"rev","act"
"370375","5710AWA10090","cdijtad","5601 0422",NA,"Clevedon Court","","","","","","Llanrunmey Avenue","","Clevedon Road","","opp","","SW","E0054012","Llanrumney","Cardiff","","","","","",1,"U",322267,180607,-3.1217086819,51.5190141519,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:08:22",3,"rev","act"
"370378","5710AWA10035","cdidamg","",NA,"Greyfriars Road Deleted","","","","","","Greyfriars Road","","Greyfriars Place","","","","E","E0054001","Cathays","Cardiff","","","","","",1,"U",318396,176730,-3.1765884205,51.483614856,"BCT","CUS","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-27T17:55:11",1,"rev","del"
"370383","5710AWA10136","cdipdgd","9",NA,"Heron Road","","Potters Wheel","","79 Greenway Rd","","Greenway Road","","Fontigary Road","","","","N","E0054022","Rumney","Cardiff","","","","","",1,"U",322372,179265,-3.119899736,51.5069644053,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-03-30T21:59:16",1,"rev","act"
"370384","5710AWA10137","cdipatm","5601 0411",NA,"Harris Avenue","","","","","","Greenway Road","","Harris Avenue","","o/s","","S","E0054022","Rumney","Cardiff","","","","","",1,"U",322388,179509,-3.1197230309,51.5091601008,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:16:56",1,"rev","act"
"370385","5710AWA10138","cdipdjm","",NA,"St Hilary Church","","","","Harris Avenue","","Greenway Road","","Harris Avenue","","opp","","N","E0054022","Rumney","Cardiff","","","","","",1,"U",322374,179581,-3.1199405939,51.5098054353,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:16:59",1,"rev","act"
"370386","5710AWA10139","cdipdmt","31",NA,"Towyn Road","","","","199 Greenway Rd","","Greenway Road","","","","","","NE","E0054022","Rumney","Cardiff","","","","","",1,"U",322488,179795,-3.1183453717,51.5117449113,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-03-30T21:59:11",1,"rev","act"
"370387","5710AWA10111","cdiapga","5601 0430",NA,"Ball Lane","","","","170 Ball Rd","","Ball Road","","Pepys Crescent","","","","SW","E0054012","Llanrumney","Cardiff","","","","","",1,"U",321516,180666,-3.1325432582,51.5194405398,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-03-30T21:58:51",1,"rev","act"
"370388","5710AWA10112","cdiatpa","5601 0429",NA,"Llanrumney Hall","","","","Llanrumney Hall","","Ball Road","","Ball Close","","o/s","","SW","E0054012","Llanrumney","Cardiff","","","","","",1,"U",321607,180950,-3.131295273,51.5220062634,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:17:02",2,"rev","act"
"370389","5710AWA10113","cdiatmw","",NA,"Llanrumney Hall","","","","259 Ball Rd","","Ball Road","","Ball Close","","","","NE","E0054012","Llanrumney","Cardiff","","","","","",1,"U",321614,181003,-3.1312062097,51.5224836892,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-03-30T21:59:01",1,"rev","act"
"370390","5710AWA10114","cdiawgp","27",NA,"Somerset Court","","","","","","Burnham Avenue","","Ball Road","","opp","","SE","E0054012","Llanrumney","Cardiff","","","","","",0,"U",322067,181383,-3.1247624583,51.5259625548,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:17:01",1,"rev","act"
"370391","5710AWA10115","cdiawjm","21",NA,"Torrington Road","","","","","","Burnham Avenue","","Torrington Road","","o/s","","SE","E0054012","Llanrumney","Cardiff","","","","","",1,"U",322177,181171,-3.123130282,51.5240719319,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:17:04",1,"rev","act"
"370392","5710AWA10116","cdijpwa","14",NA,"St Cadocs Church","","","","St Cadocs Church","","Burnham Avenue","","Bampton Road","","opp","","S","E0054012","Llanrumney","Cardiff","","","","","",1,"U",322145,180985,-3.1235502694,51.5223954313,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:17:06",2,"rev","act"
"370393","5710AWA10117","cdijtag","5601 0427",NA,"Countisbury Avenue","","","","","","Burnham Avenue","","Croyde Avenue","","nr","","S","E0054012","Llanrumney","Cardiff","","","","","",1,"U",322293,180740,-3.1213634101,51.5202133659,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:17:07",2,"rev","act"
"370394","5710AWA10118","cdipdag","8",NA,"Mount Pleasant Ave","","","","","","Mount Pleasant Avenue","","Woolacombe Avenue","","","","NE","E0054012","Llanrumney","Cardiff","","","","","",1,"U",322486,180645,-3.1185613946,51.5193859017,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","act"
"370395","5710AWA10132","cdimjam","",NA,"Quarry Dale","","","","","","New Road","","Quarry Dale","","o/s","","NE","E0035853","Pwll-Mawr","Cardiff","","","","","",1,"U",321936,178716,-3.1260588708,51.501968899,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:17:18",3,"rev","act"
"370396","5710AWA10084","cdijtap","5601 0465",NA,"Eastern Leisure Centre","","Eastern Leisure Centre","","61 Llanrumney Ave","","Llanrumney Avenue","","Weston Road","","","","NE","E0054012","Llanrumney","Cardiff","","","","","",1,"U",321722,180000,-3.1294267707,51.5134820353,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-03-30T21:53:48",1,"rev","act"
"370397","5710AWA10066","cdiatmp","pole 17",NA,"Llaneirwg Way","","","","David Wilson Homes","","Newport Road","","Llanewrwg Way","","opp","","NE","E0054013","Old St Mellons","Cardiff","","","","","",1,"U",323222,181530,-3.1081491152,51.5274424979,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T17:50:17",2,"rev","act"
"370398","5710AWA10067","cdiawtm","5601 0301",NA,"Wern Fawr Lane","","","","","","Newport Road","","","","o/s","","NE","E0054012","Llanrumney","Cardiff","","","","","",1,"U",323571,181773,-3.1031720922,51.5296744234,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T17:50:19",1,"rev","act"
"370399","5710AWA10072","cdiawpg","5601 0300",NA,"Vaindre Lane","","","","","","Newport Road","","","","o/s","","N","E0054012","Llanrumney","Cardiff","","","","","",1,"U",323559,181733,-3.1033363512,51.5293132066,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T17:50:20",1,"rev","act"
"370400","5710AWA10223","cdipgdt","5601 0254",NA,"Royal Oak","","","","Linc Hotel","","Newport Road","","Harlequin Court","","opp","","SW","E0054023","Splott","Cardiff","","","","","",1,"U",320381,177599,-3.1482045232,51.4917102176,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:40:10",3,"rev","act"
"370401","5710AWA10224","cdimgda","",NA,"Colchester Avenue","","","","","","Baron`s Court Road","","Colchester Avenue","","nr","","SW","E0035850","Penylan","Cardiff","","","","","",1,"U",319992,178338,-3.153974156,51.4982985737,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:40:11",3,"rev","act"
"370402","5710AWA10225","cdimgad","",NA,"Hampton Court Rd","","Baron's Court Rd","","","","Baron`s Court Road","","Hampton Court Road","","o/s","","SE","E0035850","Penylan","Cardiff","","","","","",1,"U",319947,178544,-3.1546690873,51.5001440585,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:40:13",1,"rev","act"
"370403","5710AWA10227","cdimgdm","5601 0526",NA,"Dorchester Avenue","","","","","","Dorchester Avenue","","Southcourt Road","","","","NE","E0035850","Penylan","Cardiff","","","","","",1,"U",319774,178633,-3.1571811202,51.5009195716,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","act"
"370404","5710AWA10228","cdimgdp","",NA,"Dorchester Avenue","","","","bus shelter","","Dorchester Avenue","","Waterloo Road","","opp","","W","E0035850","Penylan","Cardiff","","","","","",1,"U",319744,178614,-3.1576088964,51.5007445037,"BCT","CUS","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","del"
"370405","5710AWA10229","cdimgwj","27",NA,"Waterloo Road","","","","56 Waterloo Rd","","Waterloo Road","","Colchester Avenue","","","","SE","E0035850","Penylan","Cardiff","","","","","",1,"U",319750,178431,-3.1574807881,51.4991002553,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","del"
"370406","5710AWA10230","cdimgaw","",NA,"Colchester Avenue","","","","39 Waterloo Rd","","Waterloo Road","","Colchester Avenue","","","","NW","E0035850","Penylan","Cardiff","","","","","",1,"U",319731,178436,-3.1577555829,51.4991425017,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-04-05T17:22:09",2,"rev","act"
"370407","5710AWA10231","cdimgaj","28",NA,"Baron's Court Rd","","","","Penylan Fish Bar","","Colchester Avenue","","Melrose Avenue","","o/s","","NW","E0035850","Penylan","Cardiff","","","","","",1,"U",320011,178293,-3.1536902881,51.4978967327,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:40:14",1,"rev","act"
"370408","5710AWA10085","cdijtdw","5601 0421",NA,"Watchet Close","","","","20 Llanrumney Ave","","Llanrumney Avenue","","Worle Avenue","","","","SW","E0054012","Llanrumney","Cardiff","","","","","",1,"U",321933,180100,-3.1264089434,51.5144102442,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2007-05-25T00:00:00",0,"new","act"
"370409","5710AWA10150","cdiptdg","5601 0474",NA,"Trebanog Crescent","","","","105 Hendre Rd","","Hendre Road","","Trebanog Crescent","","","","SE","E0054026","Trowbridge","Cardiff","","","","","",1,"U",323398,180292,-3.105343022,51.5163371218,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2008-03-13T00:00:00",0,"new","act"
"370410","5710AWA10100","cdiatgm","37",NA,"Hazlitt Close","","","","","","Burnham Avenue","","Othery Place","","","","NE","E0054012","Llanrumney","Cardiff","","","","","",1,"U",322215,181651,-3.1226888171,51.5283922281,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-03-30T21:54:41",1,"rev","act"
"370411","5710AWA10101","cdiatgp","36",NA,"Hazlitt Close","","","","204 Burnham Avenue","","Burnham Avenue","","Hazlitt Close","","","","SW","E0054012","Llanrumney","Cardiff","","","","","",1,"U",322103,181528,-3.1242757555,51.5272710341,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-03-30T21:54:45",1,"rev","act"
"370412","5710AWA10179","cdipjad","",NA,"Heritage Park","","","","","","Willowbrook Drive","","","","opp","","SE","E0035863","St Mellons","Cardiff","","","","","",1,"U",323949,181595,-3.0976855352,51.528125362,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:25:55",4,"rev","act"
"370413","5710AWA10180","cdipjgw","",NA,"Willowdene Way","","","","","","Willobrook Drive","","Willowdene Way","","","","SE","E0035863","St Mellons","Cardiff","","","","","",1,"U",324187,181441,-3.0942221883,51.5267729892,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2012-07-06T00:00:00",0,"new","del"
"370414","5710AWA10181","cdipjma","5601 0762",NA,"Willowdene Way","","","","","","Willobrook Drive","","Willowdene Way","","opp","","NW","E0035863","St Mellons","Cardiff","","","","","",1,"U",324203,181383,-3.0939790972,51.526253733,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:25:57",1,"rev","act"
"370415","5710AWA10183","cdipjaj","",NA,"Kwik Save","","","","Kwik-Save Store","","Willobrook Drive","","Caerleon Close","","","","SE","E0035863","St Mellons","Cardiff","","","","","",1,"U",324285,181275,-3.0927740796,51.5252938534,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-03-30T22:04:39",1,"rev","act"
"370416","5710AWA10184","cdipjgp","58",NA,"Willowbrook School","","Willowbrook Primary School","","Willowbrook Primary School","","Willowbrook Drive","","","","o/s","","S","E0035863","St Mellons","Cardiff","","","","","",1,"U",324407,180911,-3.0909376524,51.522037937,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:32:21",2,"rev","act"
"370417","5710AWA10185","cdipjgt","5601 0417",NA,"Willowbrook School","","Willowbrook Primary School","","Willowbrook Primary School","","Willowbrook Drive","","","","opp","","NE","E0035863","St Mellons","Cardiff","","","","","",1,"U",324358,180835,-3.0916274255,51.5213481421,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:32:18",2,"rev","act"
"370418","5710AWA10175","cdipjgm","4",NA,"Willow Grove","","","","","","Willowdene Way","","Willow Grove","","o/s","","NW","E0035863","St Mellons","Cardiff","","","","","",0,"U",324159,181666,-3.094674245,51.5287919235,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:25:48",1,"rev","act"
"370419","5710AWA10176","cdipjdj","7",NA,"Saffron Close","","","","","","Willowdene Way","","Saffron Drive","","o/s","","SE","E0035863","St Mellons","Cardiff","","","","","",1,"U",324235,181604,-3.0935655291,51.5282447755,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:25:50",1,"rev","act"
"370420","5710AWA10177","cdipjag","5601 0442",NA,"Heritage Park","","","","","","Willowbrook Drive","","","","o/s","","NW","E0035863","St Mellons","Cardiff","","","","","",1,"U",324023,181542,-3.0966075688,51.527658881,"BCT","MKD","OTH",NA,"","",11,"2000-01-01T00:00:00","2016-09-13T18:25:51",3,"rev","act"
